virus_protein_id,rank,human_protein_id,distance,similarity,cluster_id,primary_cluster,embedding_similarity,virus_mimicry_score
sp|Q98325|CFLA_MCV1,3,sp|P59047|NALP5_HUMAN,0.266553,0.733447,559,121,0.312460,0.522954
sp|Q98325|CFLA_MCV1,4,sp|Q9C000|NLRP1_HUMAN,0.267324,0.732676,559,121,0.482030,0.607353
sp|Q98325|CFLA_MCV1,5,sp|Q86W26|NAL10_HUMAN,0.278103,0.721897,559,121,0.510384,0.616140
sp|Q98178|MC007_MCV1,1,sp|Q96D98|EID2B_HUMAN,0.206948,0.793052,37,37,0.372538,0.582795
sp|Q98178|MC007_MCV1,3,sp|Q5VYS4|MEDAG_HUMAN,0.220880,0.779120,37,37,0.348417,0.563768
sp|Q98199|PAP1_MCV1,1,sp|Q5VYS4|MEDAG_HUMAN,0.236095,0.763905,37,37,0.249706,0.506805
sp|Q98199|PAP1_MCV1,2,sp|O75663|TIPRL_HUMAN,0.243809,0.756191,37,37,0.282485,0.519338
sp|Q98199|PAP1_MCV1,3,sp|Q92561|PHYIP_HUMAN,0.263404,0.736596,37,37,0.182912,0.459754
sp|Q98199|PAP1_MCV1,5,sp|Q96FC7|PHIPL_HUMAN,0.272970,0.727030,37,37,0.194157,0.460593
sp|Q98218|NPH2_MCV1,1,sp|O76075|DFFB_HUMAN,0.275705,0.724295,422,422,0.394870,0.559582
sp|Q98218|NPH2_MCV1,2,sp|P15918|RAG1_HUMAN,0.303250,0.696750,422,422,0.413950,0.555350
sp|Q98218|NPH2_MCV1,3,sp|P49585|PCY1A_HUMAN,0.305289,0.694711,422,422,0.312570,0.503640
sp|Q98218|NPH2_MCV1,4,sp|Q5T9A4|ATD3B_HUMAN,0.305503,0.694497,422,422,0.448312,0.571404
sp|Q98218|NPH2_MCV1,5,sp|Q9NV66|TYW1_HUMAN,0.309000,0.691000,422,422,0.372926,0.531963
sp|Q98234|GPX_MCV1,1,sp|P07203|GPX1_HUMAN,0.080694,0.919306,815,815,0.424585,0.671946
sp|Q98234|GPX_MCV1,2,sp|P18283|GPX2_HUMAN,0.136679,0.863321,815,815,0.428812,0.646067
sp|Q98234|GPX_MCV1,3,sp|P22352|GPX3_HUMAN,0.168971,0.831029,815,815,0.548574,0.689802
sp|Q98234|GPX_MCV1,4,sp|O75715|GPX5_HUMAN,0.184435,0.815565,815,815,0.582073,0.698819
sp|Q98262|ETF1_MCV1,1,sp|Q9NV66|TYW1_HUMAN,0.280017,0.719983,422,422,0.278352,0.499168
sp|Q98262|ETF1_MCV1,2,sp|Q6NUM6|TYW1B_HUMAN,0.299781,0.700219,422,422,0.278415,0.489317
sp|Q98262|ETF1_MCV1,3,sp|P15918|RAG1_HUMAN,0.303564,0.696436,422,422,0.378799,0.537617
sp|Q98262|ETF1_MCV1,4,sp|O76075|DFFB_HUMAN,0.316467,0.683533,422,422,0.264266,0.473899
sp|Q98262|ETF1_MCV1,5,sp|Q96TA2|YMEL1_HUMAN,0.324140,0.675860,422,422,0.256848,0.466354
sp|Q98267|NTP1_MCV1,1,sp|P27708|PYR1_HUMAN,0.244852,0.755148,584,584,0.472452,0.613800
sp|Q98267|NTP1_MCV1,2,sp|Q7Z478|DHX29_HUMAN,0.247984,0.752016,584,584,0.569057,0.660537
sp|Q98267|NTP1_MCV1,3,sp|Q6P158|DHX57_HUMAN,0.248164,0.751836,584,584,0.523874,0.637855
sp|Q98267|NTP1_MCV1,4,sp|Q8N3C0|ASCC3_HUMAN,0.250728,0.749272,584,584,0.613775,0.681524
sp|Q98267|NTP1_MCV1,5,sp|Q8NDG6|TDRD9_HUMAN,0.253941,0.746059,584,584,0.550705,0.648382
sp|Q98314|MC148_MCV1,1,sp|O00175|CCL24_HUMAN,0.186244,0.813756,221,221,0.609234,0.711495
sp|Q98314|MC148_MCV1,2,sp|Q99731|CCL19_HUMAN,0.194015,0.805985,221,221,0.574300,0.690142
sp|Q98314|MC148_MCV1,3,sp|P22362|CCL1_HUMAN,0.202255,0.797745,221,221,0.533712,0.665729
sp|Q98314|MC148_MCV1,4,sp|Q9Y258|CCL26_HUMAN,0.202951,0.797049,221,221,0.555564,0.676307
sp|Q98314|MC148_MCV1,5,sp|P02775|CXCL7_HUMAN,0.252617,0.747383,221,221,0.438773,0.593078
sp|Q98326|MC160_MCV1,2,sp|Q8TCU4|ALMS1_HUMAN,0.246289,0.753711,430,430,0.248227,0.500969
sp|Q98326|MC160_MCV1,3,sp|P18583|SON_HUMAN,0.247895,0.752105,430,430,0.400645,0.576375
sp|Q98326|MC160_MCV1,5,sp|Q8WWL7|CCNB3_HUMAN,0.260663,0.739337,430,430,0.247338,0.493338
sp|P26579|F13_MCV1,1,sp|Q8IV08|PLD3_HUMAN,0.163066,0.836934,613,613,0.256488,0.546711
sp|P26579|F13_MCV1,3,sp|O14939|PLD2_HUMAN,0.257894,0.742106,613,613,0.317927,0.530016
sp|P26579|F13_MCV1,4,sp|Q96BZ4|PLD4_HUMAN,0.269594,0.730406,613,613,0.279390,0.504898
sp|P26579|F13_MCV1,5,sp|Q32NB8|PGPS1_HUMAN,0.273358,0.726642,613,613,0.250803,0.488723
sp|Q98176|MC005_MCV1,1,sp|Q96D98|EID2B_HUMAN,0.192490,0.807510,37,37,0.408525,0.608017
sp|Q98176|MC005_MCV1,2,sp|O14519|CDKA1_HUMAN,0.225950,0.774050,37,37,0.432813,0.603432
sp|Q98176|MC005_MCV1,4,sp|Q5VU69|CP141_HUMAN,0.233828,0.766172,37,37,0.269540,0.517856
sp|Q98176|MC005_MCV1,5,sp|Q9BWV2|SPAT9_HUMAN,0.233985,0.766015,37,37,0.371212,0.568613
sp|Q98224|PG085_MCV1,1,sp|O75426|FBX24_HUMAN,0.260558,0.739442,423,423,0.313281,0.526362
sp|Q98224|PG085_MCV1,3,sp|P42858|HD_HUMAN,0.277542,0.722458,423,423,0.395600,0.559029
sp|Q98224|PG085_MCV1,4,sp|O75592|MYCB2_HUMAN,0.277704,0.722296,423,423,0.372426,0.547361
sp|Q98224|PG085_MCV1,5,sp|Q5T4S7|UBR4_HUMAN,0.281797,0.718203,423,423,0.333515,0.525859
sp|Q98229|RP07_MCV1,2,sp|P47874|OMP_HUMAN,0.214968,0.785032,37,37,0.173329,0.479180
sp|Q98229|RP07_MCV1,4,sp|M5A8F1|SUPYN_HUMAN,0.225421,0.774579,37,37,0.269936,0.522258
sp|Q98229|RP07_MCV1,5,sp|Q92561|PHYIP_HUMAN,0.230004,0.769996,37,37,0.181918,0.475957
sp|Q98277|ETF2_MCV1,1,sp|P47874|OMP_HUMAN,0.115603,0.884397,37,37,0.268399,0.576398
sp|Q98277|ETF2_MCV1,2,sp|O15145|ARPC3_HUMAN,0.116585,0.883415,37,37,0.376116,0.629765
sp|Q98277|ETF2_MCV1,3,sp|Q6V702|CF299_HUMAN,0.130504,0.869496,37,37,0.329605,0.599550
sp|Q98277|ETF2_MCV1,4,sp|O75663|TIPRL_HUMAN,0.138681,0.861319,37,37,0.384680,0.623000
sp|Q98277|ETF2_MCV1,5,sp|Q92561|PHYIP_HUMAN,0.143327,0.856673,37,37,0.266734,0.561703
sp|Q98298|MC132_MCV1,2,sp|O15145|ARPC3_HUMAN,0.093565,0.906435,37,37,0.315126,0.610780
sp|Q98298|MC132_MCV1,4,sp|P47874|OMP_HUMAN,0.120331,0.879669,37,37,0.313151,0.596410
sp|Q98298|MC132_MCV1,5,sp|Q92561|PHYIP_HUMAN,0.128082,0.871918,37,37,0.261714,0.566816
sp|Q98300|A28_MCV1,1,sp|M5A8F1|SUPYN_HUMAN,0.172996,0.827004,37,37,0.502433,0.664718
sp|Q98300|A28_MCV1,3,sp|O15145|ARPC3_HUMAN,0.190187,0.809813,37,37,0.283243,0.546528
sp|Q98300|A28_MCV1,4,sp|P47874|OMP_HUMAN,0.193996,0.806004,37,37,0.254517,0.530260
sp|Q98329|MC163_MCV1,1,sp|Q6P531|GGT6_HUMAN,0.260738,0.739262,620,620,0.256513,0.497888
sp|Q98329|MC163_MCV1,2,sp|Q4KMP7|TB10B_HUMAN,0.277173,0.722827,406,620,0.347250,0.535038
sp|Q98329|MC163_MCV1,3,sp|Q9H1R2|DUS15_HUMAN,0.280756,0.719244,406,620,0.330743,0.524993
sp|Q98329|MC163_MCV1,4,sp|Q8NFI3|ENASE_HUMAN,0.281772,0.718228,620,620,0.265860,0.492044
sp|Q98329|MC163_MCV1,5,sp|Q99933|BAG1_HUMAN,0.286558,0.713442,406,620,0.456963,0.585202
sp|P0DSX5|MCEL_VAR67,1,sp|Q9NV66|TYW1_HUMAN,0.279842,0.720158,422,422,0.487455,0.603806
sp|P0DSX5|MCEL_VAR67,2,sp|Q6NUM6|TYW1B_HUMAN,0.283307,0.716693,422,422,0.487416,0.602054
sp|P0DSX5|MCEL_VAR67,3,sp|P15918|RAG1_HUMAN,0.285240,0.714760,422,422,0.410821,0.562791
sp|P0DSX5|MCEL_VAR67,4,sp|Q96TA2|YMEL1_HUMAN,0.292517,0.707483,422,422,0.323197,0.515340
sp|P0DSX5|MCEL_VAR67,5,sp|Q6PIW4|FIGL1_HUMAN,0.305593,0.694407,422,422,0.343943,0.519175
sp|P0DOQ5|DUSP_VAR67,1,sp|A4D256|CC14C_HUMAN,0.246225,0.753775,421,421,0.554411,0.654093
sp|P0DOQ5|DUSP_VAR67,2,sp|O60729|CC14B_HUMAN,0.252973,0.747027,421,421,0.508143,0.627585
sp|P0DOQ5|DUSP_VAR67,3,sp|Q06124|PTN11_HUMAN,0.259330,0.740670,421,421,0.554773,0.647722
sp|P0DOQ5|DUSP_VAR67,4,sp|Q4JDL3|PTN20_HUMAN,0.260771,0.739229,421,421,0.536830,0.638029
sp|P0DOQ5|DUSP_VAR67,5,sp|P29350|PTN6_HUMAN,0.263932,0.736068,421,421,0.660983,0.698526
sp|P0DOR5|PG144_VAR67,5,sp|Q99576|T22D3_HUMAN,0.249256,0.750744,37,37,0.236110,0.493427
sp|P0DSV7|CRMB_VAR67,1,sp|Q96FC7|PHIPL_HUMAN,0.184831,0.815169,37,37,0.206885,0.511027
sp|P0DSV7|CRMB_VAR67,2,sp|M5A8F1|SUPYN_HUMAN,0.208462,0.791538,37,37,0.385601,0.588570
sp|P0DSV7|CRMB_VAR67,3,sp|Q92561|PHYIP_HUMAN,0.209205,0.790795,37,37,0.233309,0.512052
sp|P0DSV7|CRMB_VAR67,5,sp|A0A1B0GVD1|F237B_HUMAN,0.250017,0.749983,37,37,0.309246,0.529614
sp|P33800|PG187_VAR67,1,sp|Q8N752|KC1AL_HUMAN,0.262130,0.737870,598,598,0.414850,0.576360
sp|P33800|PG187_VAR67,2,sp|P48729|KC1A_HUMAN,0.272495,0.727505,598,598,0.486085,0.606795
sp|P33800|PG187_VAR67,3,sp|Q9HCP0|KC1G1_HUMAN,0.279926,0.720074,598,598,0.465735,0.592905
sp|P33800|PG187_VAR67,4,sp|Q9Y6M4|KC1G3_HUMAN,0.285682,0.714318,598,598,0.445079,0.579699
sp|P33800|PG187_VAR67,5,sp|P78368|KC1G2_HUMAN,0.293127,0.706873,598,598,0.529839,0.618356
sp|P33815|PG057_VAR67,2,sp|Q8IV08|PLD3_HUMAN,0.196510,0.803490,613,613,0.435656,0.619573
sp|P33815|PG057_VAR67,3,sp|Q13393|PLD1_HUMAN,0.250727,0.749273,613,613,0.519549,0.634411
sp|P33815|PG057_VAR67,4,sp|Q32NB8|PGPS1_HUMAN,0.277068,0.722932,613,613,0.373708,0.548320
sp|P33815|PG057_VAR67,5,sp|Q96BZ4|PLD4_HUMAN,0.282472,0.717528,613,613,0.459367,0.588447
sp|P0CK27|PG141_VAR67,2,sp|P26678|PPLA_HUMAN,0.192002,0.807998,37,51,0.290345,0.549172
sp|P0CK27|PG141_VAR67,3,sp|P0DI80|ERLN_HUMAN,0.202236,0.797764,37,51,0.238223,0.517994
sp|P0CK27|PG141_VAR67,5,sp|P0DN84|DWORF_HUMAN,0.265483,0.734517,51,51,0.286896,0.510707
sp|P0DOL5|PG072_VAR67,1,sp|P15918|RAG1_HUMAN,0.399337,0.600663,422,422,0.350409,0.475536
sp|P0DOL5|PG072_VAR67,2,sp|Q9NV66|TYW1_HUMAN,0.414666,0.585334,422,422,0.360837,0.473086
sp|P0DOL5|PG072_VAR67,3,sp|Q6NUM6|TYW1B_HUMAN,0.431427,0.568573,422,422,0.360822,0.464697
sp|P0DOL5|PG072_VAR67,4,sp|O76075|DFFB_HUMAN,0.442762,0.557238,422,422,0.276643,0.416941
sp|P0DOL5|PG072_VAR67,5,sp|Q9BVA6|FICD_HUMAN,0.447722,0.552278,422,422,0.386958,0.469618
sp|P0DOM1|PAP1_VAR67,1,sp|Q96TA2|YMEL1_HUMAN,0.310728,0.689272,422,422,0.211430,0.450351
sp|P0DOM1|PAP1_VAR67,2,sp|Q6PIW4|FIGL1_HUMAN,0.316585,0.683415,422,422,0.220078,0.451747
sp|P0DOM1|PAP1_VAR67,3,sp|Q6NUM6|TYW1B_HUMAN,0.323574,0.676426,422,422,0.295354,0.485890
sp|P0DOM1|PAP1_VAR67,4,sp|Q9NV66|TYW1_HUMAN,0.328167,0.671833,422,422,0.295330,0.483581
sp|P0DOM1|PAP1_VAR67,5,sp|O76075|DFFB_HUMAN,0.330471,0.669529,422,422,0.307337,0.488433
sp|P0DOM7|KITH_VAR67,1,sp|P04183|KITH_HUMAN,0.111352,0.888648,594,594,0.753167,0.820907
sp|P0DOM7|KITH_VAR67,2,sp|P31327|CPSM_HUMAN,0.327318,0.672682,584,594,0.324743,0.498712
sp|P0DOM7|KITH_VAR67,3,sp|P27708|PYR1_HUMAN,0.328273,0.671727,584,594,0.478221,0.574974
sp|P0DOM7|KITH_VAR67,4,sp|Q92887|MRP2_HUMAN,0.330697,0.669303,584,594,0.275863,0.472583
sp|P0DOM7|KITH_VAR67,5,sp|Q99707|METH_HUMAN,0.331716,0.668284,584,594,0.314487,0.491386
sp|P0DON1|PG161_VAR67,5,sp|P53804|TTC3_HUMAN,0.261438,0.738562,423,423,0.316556,0.527559
sp|P0DON9|ETF1_VAR67,1,sp|Q7Z478|DHX29_HUMAN,0.254387,0.745613,584,584,0.475956,0.610784
sp|P0DON9|ETF1_VAR67,2,sp|Q6P158|DHX57_HUMAN,0.260933,0.739067,584,584,0.414077,0.576572
sp|P0DON9|ETF1_VAR67,3,sp|Q86UK0|ABCAC_HUMAN,0.273285,0.726715,584,584,0.319179,0.522947
sp|P0DON9|ETF1_VAR67,4,sp|Q8NDG6|TDRD9_HUMAN,0.275628,0.724372,584,584,0.399605,0.561988
sp|P0DON9|ETF1_VAR67,5,sp|Q8N3C0|ASCC3_HUMAN,0.277428,0.722572,584,584,0.456327,0.589449
sp|P0DOO3|DNLI_VAR67,1,sp|Q8N3C0|ASCC3_HUMAN,0.289590,0.710410,584,584,0.442964,0.576687
sp|P0DOO3|DNLI_VAR67,2,sp|Q9UJA3|MCM8_HUMAN,0.291431,0.708569,584,584,0.480476,0.594522
sp|P0DOO3|DNLI_VAR67,3,sp|Q8TDG4|HELQ_HUMAN,0.293759,0.706241,584,584,0.445889,0.576065
sp|P0DOO3|DNLI_VAR67,4,sp|P20585|MSH3_HUMAN,0.294220,0.705780,584,584,0.369603,0.537691
sp|P0DOO3|DNLI_VAR67,5,sp|Q15046|SYK_HUMAN,0.294492,0.705508,584,584,0.344562,0.525035
sp|P0DOO5|DPOL_VAR67,1,sp|P09884|DPOLA_HUMAN,0.154571,0.845429,584,584,0.603233,0.724331
sp|P0DOO5|DPOL_VAR67,2,sp|P28340|DPOD1_HUMAN,0.206537,0.793463,584,584,0.671409,0.732436
sp|P0DOO5|DPOL_VAR67,3,sp|Q99707|METH_HUMAN,0.234144,0.765856,584,584,0.296529,0.531192
sp|P0DOO5|DPOL_VAR67,4,sp|Q7Z478|DHX29_HUMAN,0.236016,0.763984,584,584,0.342554,0.553269
sp|P0DOO5|DPOL_VAR67,5,sp|P53396|ACLY_HUMAN,0.242483,0.757517,584,584,0.220157,0.488837
sp|P0DOP9|VGF_VAR67,1,sp|Q6UW88|EPGN_HUMAN,0.173191,0.826809,683,683,0.613207,0.720008
sp|P0DOP9|VGF_VAR67,2,sp|Q99075|HBEGF_HUMAN,0.193883,0.806117,683,683,0.626437,0.716277
sp|P0DOP9|VGF_VAR67,3,sp|O14944|EREG_HUMAN,0.259430,0.740570,683,683,0.583748,0.662159
sp|P0DOP9|VGF_VAR67,5,sp|Q96FE7|P3IP1_HUMAN,0.314390,0.685610,402,683,0.228576,0.457093
sp|P0DOQ3|NTP1_VAR67,1,sp|Q86WJ1|CHD1L_HUMAN,0.219687,0.780313,584,584,0.521859,0.651086
sp|P0DOQ3|NTP1_VAR67,2,sp|O14981|BTAF1_HUMAN,0.231040,0.768960,584,584,0.588316,0.678638
sp|P0DOQ3|NTP1_VAR67,3,sp|Q7Z478|DHX29_HUMAN,0.246476,0.753524,584,584,0.589148,0.671336
sp|P0DOQ3|NTP1_VAR67,4,sp|Q6P158|DHX57_HUMAN,0.248183,0.751817,584,584,0.543323,0.647570
sp|P0DOQ3|NTP1_VAR67,5,sp|Q8N3C0|ASCC3_HUMAN,0.252984,0.747016,584,584,0.662344,0.704680
sp|P0DOS7|PG094_VAR67,1,sp|Q96TA2|YMEL1_HUMAN,0.330905,0.669095,422,422,0.282798,0.475946
sp|P0DOS7|PG094_VAR67,2,sp|Q6PIW4|FIGL1_HUMAN,0.343400,0.656600,422,422,0.314660,0.485630
sp|P0DOS7|PG094_VAR67,3,sp|Q9NV66|TYW1_HUMAN,0.345968,0.654032,422,422,0.269693,0.461863
sp|P0DOS7|PG094_VAR67,4,sp|Q6NUM6|TYW1B_HUMAN,0.350961,0.649039,422,422,0.269747,0.459393
sp|P0DOS7|PG094_VAR67,5,sp|Q8IYB4|PEX5R_HUMAN,0.355713,0.644287,422,422,0.349092,0.496690
sp|P0DOT7|PG095_VAR67,1,sp|Q5T9A4|ATD3B_HUMAN,0.383958,0.616042,422,422,0.308006,0.462024
sp|P0DOT7|PG095_VAR67,2,sp|Q9NVI7|ATD3A_HUMAN,0.390546,0.609454,422,422,0.368595,0.489025
sp|P0DOT7|PG095_VAR67,3,sp|Q9NV66|TYW1_HUMAN,0.393480,0.606520,422,422,0.269692,0.438106
sp|P0DOT7|PG095_VAR67,4,sp|Q96TA2|YMEL1_HUMAN,0.405114,0.594886,422,422,0.282791,0.438838
sp|P0DOT7|PG095_VAR67,5,sp|Q6NUM6|TYW1B_HUMAN,0.407791,0.592209,422,422,0.269745,0.430977
sp|P0DOU1|PG099_VAR67,1,sp|O75663|TIPRL_HUMAN,0.173156,0.826844,37,37,0.243159,0.535002
sp|P0DOU1|PG099_VAR67,5,sp|Q5T5A4|CF276_HUMAN,0.188213,0.811787,37,37,0.328787,0.570287
sp|P0DOU5|PG121_VAR67,1,sp|Q96G61|NUD11_HUMAN,0.288421,0.711579,368,368,0.403230,0.557404
sp|P0DOU5|PG121_VAR67,2,sp|Q8NFP7|NUD10_HUMAN,0.288539,0.711461,368,368,0.403328,0.557394
sp|P0DOU5|PG121_VAR67,3,sp|A0A024RBG1|NUD4B_HUMAN,0.291856,0.708144,368,368,0.467221,0.587682
sp|P0DOU5|PG121_VAR67,4,sp|Q9NZJ9|NUDT4_HUMAN,0.297949,0.702051,368,368,0.473669,0.587860
sp|P0DOU5|PG121_VAR67,5,sp|P53370|NUDT6_HUMAN,0.303011,0.696989,368,368,0.273001,0.484995
sp|P0DSS3|PG067_VAR67,1,sp|Q96FC7|PHIPL_HUMAN,0.213353,0.786647,37,37,0.291552,0.539100
sp|P0DSS3|PG067_VAR67,2,sp|Q92561|PHYIP_HUMAN,0.218730,0.781270,37,37,0.288309,0.534790
sp|P0DSS3|PG067_VAR67,4,sp|M5A8F1|SUPYN_HUMAN,0.232462,0.767538,37,37,0.448492,0.608015
sp|P0DSS3|PG067_VAR67,5,sp|O15145|ARPC3_HUMAN,0.238780,0.761220,37,37,0.375934,0.568577
sp|P0DSS7|RIR2_VAR67,1,sp|P00338|LDHA_HUMAN,0.287270,0.712730,599,599,0.255453,0.484091
sp|P0DSS7|RIR2_VAR67,2,sp|P07195|LDHB_HUMAN,0.290903,0.709097,599,599,0.255514,0.482306
sp|P0DSS7|RIR2_VAR67,3,sp|P07864|LDHC_HUMAN,0.291771,0.708229,599,599,0.205759,0.456994
sp|P0DSS7|RIR2_VAR67,4,sp|P06744|G6PI_HUMAN,0.309529,0.690471,599,599,0.257289,0.473880
sp|P0DSS7|RIR2_VAR67,5,sp|P00505|AATM_HUMAN,0.310373,0.689627,599,599,0.246851,0.468239
sp|P0DST1|PG204_VAR67,1,sp|Q9NV66|TYW1_HUMAN,0.299525,0.700475,422,422,0.234377,0.467426
sp|P0DST1|PG204_VAR67,2,sp|Q6NUM6|TYW1B_HUMAN,0.314259,0.685741,422,422,0.234387,0.460064
sp|P0DST1|PG204_VAR67,3,sp|P15918|RAG1_HUMAN,0.316244,0.683756,422,422,0.310544,0.497150
sp|P0DST1|PG204_VAR67,4,sp|Q96E52|OMA1_HUMAN,0.343657,0.656343,422,422,0.291937,0.474140
sp|P0DST1|PG204_VAR67,5,sp|Q96TA2|YMEL1_HUMAN,0.348830,0.651170,422,422,0.264821,0.457995
sp|P0DST3|RP132_VAR67,1,sp|Q9H9Y6|RPA2_HUMAN,0.121520,0.878480,495,495,0.578578,0.728529
sp|P0DST3|RP132_VAR67,2,sp|Q9NW08|RPC2_HUMAN,0.124766,0.875234,495,495,0.608438,0.741836
sp|P0DST3|RP132_VAR67,3,sp|P30876|RPB2_HUMAN,0.182047,0.817953,495,495,0.625219,0.721586
sp|P0DST3|RP132_VAR67,4,sp|O14802|RPC1_HUMAN,0.195846,0.804154,495,495,0.609289,0.706722
sp|P0DST3|RP132_VAR67,5,sp|O95602|RPA1_HUMAN,0.229423,0.770577,495,495,0.584821,0.677699
sp|P0DST7|PG117_VAR67,1,sp|Q9NV66|TYW1_HUMAN,0.256447,0.743553,422,422,0.318310,0.530932
sp|P0DST7|PG117_VAR67,2,sp|P15918|RAG1_HUMAN,0.258255,0.741745,422,422,0.372669,0.557207
sp|P0DST7|PG117_VAR67,3,sp|Q6NUM6|TYW1B_HUMAN,0.273199,0.726801,422,422,0.318229,0.522515
sp|P0DST7|PG117_VAR67,4,sp|O76075|DFFB_HUMAN,0.282562,0.717438,422,422,0.398618,0.558028
sp|P0DST7|PG117_VAR67,5,sp|Q96TA2|YMEL1_HUMAN,0.299697,0.700303,422,422,0.372448,0.536375
sp|P0DSU5|NPH2_VAR67,1,sp|Q9NV66|TYW1_HUMAN,0.281069,0.718931,422,422,0.357446,0.538189
sp|P0DSU5|NPH2_VAR67,2,sp|P15918|RAG1_HUMAN,0.297930,0.702070,422,422,0.404569,0.553319
sp|P0DSU5|NPH2_VAR67,3,sp|Q6NUM6|TYW1B_HUMAN,0.300070,0.699930,422,422,0.357471,0.528700
sp|P0DSU5|NPH2_VAR67,4,sp|O76075|DFFB_HUMAN,0.301844,0.698156,422,422,0.402872,0.550514
sp|P0DSU5|NPH2_VAR67,5,sp|Q96TA2|YMEL1_HUMAN,0.302918,0.697082,422,422,0.381076,0.539079
sp|P0DSV1|RIR1_VAR67,1,sp|P23921|RIR1_HUMAN,0.017921,0.982079,495,495,0.703663,0.842871
sp|P0DSV1|RIR1_VAR67,2,sp|P30876|RPB2_HUMAN,0.239725,0.760275,495,495,0.446058,0.603166
sp|P0DSV1|RIR1_VAR67,3,sp|O14802|RPC1_HUMAN,0.246156,0.753844,495,495,0.441446,0.597645
sp|P0DSV1|RIR1_VAR67,4,sp|P21399|ACOHC_HUMAN,0.257891,0.742109,495,495,0.265322,0.503715
sp|P0DSV1|RIR1_VAR67,5,sp|Q99798|ACON_HUMAN,0.259124,0.740876,495,495,0.220152,0.480514
sp|P0DSV5|KTHY_VAR67,1,sp|Q8NBF2|NHLC2_HUMAN,0.297542,0.702458,584,584,0.150261,0.426360
sp|P0DSV5|KTHY_VAR67,2,sp|Q8NB78|KDM1B_HUMAN,0.301307,0.698693,584,584,0.245509,0.472101
sp|P0DSV5|KTHY_VAR67,3,sp|Q969S9|RRF2M_HUMAN,0.301546,0.698454,584,584,0.288737,0.493596
sp|P0DSV5|KTHY_VAR67,4,sp|P46063|RECQ1_HUMAN,0.304604,0.695396,584,584,0.283673,0.489535
sp|P0DSV5|KTHY_VAR67,5,sp|Q9H3H1|MOD5_HUMAN,0.305642,0.694358,584,584,0.330243,0.512301
sp|P0DSY1|CAHH_VAR67,1,sp|P35219|CAH8_HUMAN,0.163857,0.836143,316,316,0.206603,0.521373
sp|P0DSY1|CAHH_VAR67,2,sp|O43570|CAH12_HUMAN,0.213232,0.786768,316,316,0.119711,0.453240
sp|P0DSY1|CAHH_VAR67,3,sp|Q9NS85|CAH10_HUMAN,0.215037,0.784963,316,316,0.253683,0.519323
sp|P0DSY1|CAHH_VAR67,4,sp|Q8N1Q1|CAH13_HUMAN,0.261508,0.738492,316,316,0.119711,0.429102
sp|P0DSY1|CAHH_VAR67,5,sp|O75493|CAH11_HUMAN,0.270798,0.729202,316,316,0.253683,0.491442
sp|P0DSZ5|PG145_VAR67,1,sp|Q7Z478|DHX29_HUMAN,0.244484,0.755516,584,584,0.584306,0.669911
sp|P0DSZ5|PG145_VAR67,2,sp|Q6P158|DHX57_HUMAN,0.247536,0.752464,584,584,0.594895,0.673680
sp|P0DSZ5|PG145_VAR67,3,sp|O14981|BTAF1_HUMAN,0.253332,0.746668,584,584,0.554381,0.650525
sp|P0DSZ5|PG145_VAR67,4,sp|P53396|ACLY_HUMAN,0.255375,0.744625,584,584,0.271643,0.508134
sp|P0DSZ5|PG145_VAR67,5,sp|Q8N3C0|ASCC3_HUMAN,0.258146,0.741854,584,584,0.621619,0.681736
sp|P0DSZ7|DUT_VAR67,1,sp|Q92887|MRP2_HUMAN,0.332779,0.667221,584,604,0.299476,0.483348
sp|P0DSZ7|DUT_VAR67,2,sp|Q05639|EF1A2_HUMAN,0.344646,0.655354,584,604,0.264787,0.460071
sp|P0DSZ7|DUT_VAR67,3,sp|Q8NBZ7|UXS1_HUMAN,0.348328,0.651672,604,604,0.481915,0.566794
sp|P0DSZ7|DUT_VAR67,4,sp|Q9H2U1|DHX36_HUMAN,0.348690,0.651310,584,604,0.413868,0.532589
sp|P0DSZ7|DUT_VAR67,5,sp|P68104|EF1A1_HUMAN,0.349983,0.650017,584,604,0.284047,0.467032
sp|P32989|TOP1_VAR67,1,sp|P53396|ACLY_HUMAN,0.288404,0.711596,584,584,0.370385,0.540991
sp|P32989|TOP1_VAR67,2,sp|Q99707|METH_HUMAN,0.296254,0.703746,584,584,0.318779,0.511263
sp|P32989|TOP1_VAR67,3,sp|Q8NB78|KDM1B_HUMAN,0.300083,0.699917,584,584,0.314013,0.506965
sp|P32989|TOP1_VAR67,4,sp|P31327|CPSM_HUMAN,0.303921,0.696079,584,584,0.243963,0.470021
sp|P32989|TOP1_VAR67,5,sp|P27708|PYR1_HUMAN,0.304993,0.695007,584,584,0.322575,0.508791
sp|P33052|MCE_VAR67,1,sp|O00567|NOP56_HUMAN,0.348112,0.651888,582,582,0.495425,0.573657
sp|P33052|MCE_VAR67,2,sp|Q9GZZ9|UBA5_HUMAN,0.356406,0.643594,582,582,0.476807,0.560201
sp|P33052|MCE_VAR67,3,sp|Q9Y2X3|NOP58_HUMAN,0.362563,0.637437,582,582,0.506140,0.571789
sp|P33052|MCE_VAR67,4,sp|P35251|RFC1_HUMAN,0.368601,0.631399,582,582,0.476524,0.553962
sp|P33052|MCE_VAR67,5,sp|Q92769|HDAC2_HUMAN,0.369027,0.630973,582,582,0.383000,0.506986
